,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,grade_level
301,GP,M,17,U,LE3,T,4,4,other,teacher,home,father,2.0,1.0,0,no,no,yes,no,yes,yes,yes,no,4,1.0,1,2,2,5.0,0,11.0,11.0,10,MEDIUM
302,GP,F,17,U,GT3,T,4,2,other,other,reputation,mother,2.0,3.0,0,no,yes,yes,no,yes,yes,yes,no,4,3.0,3,1,1,3.0,0,15.0,12.0,14,high
303,GP,F,17,U,GT3,T,3,2,health,health,reputation,father,1.0,4.0,0,no,yes,yes,yes,no,yes,yes,no,5,2.0,2,1,2,5.0,0,17.0,17.0,18,high
304,GP,M, 19 ,U,GT3,T,3,3,other,other,home,other,1.0,2.0,1,no,yes,no,yes,yes,yes,yes,yes,4,4.0,4,1,1,3.0,20,15.0,,13,medium
305,GP,F, 18 ,U,GT3,T,2,4,services,at_home,reputation,other,1.0,2.0,1,no,yes,yes,yes,yes,yes,yes,no,4,4.0,3,1,1,,8,14.0,12.0,12,medium
306,GP,M,20,U,GT3,A,3,2,services,other,course,other,1.0,1.0,0,no,no,no,yes,yes,yes,no,no,5,5.0,3,1,1,5.0,0,17.0,18.0,18,HIGH
307,GP,M,19,U,GT3,T,4,4,teacher,services,reputation,other,2.0,1.0,1,no,yes,yes,no,yes,yes,yes,yes,4,3.0,4,1,1,4.0,38,8.0,, 8 ,low
308,GP,M,19,R,GT3,T,3,3,other,services,reputation,father,1.0,2.0,1,no,no,no,yes,yes,yes,no,yes,4,5.0,3,1,2,5.0,0,15.0,12.0,12,medium
309,GP,F,19,U,LE3,T,1,1,at_home,other,reputation,other,1.0,2.0,1,yes,yes,no,yes,no,yes,yes,no,4,4.0,3,1,3,3.0,18,12.0,,10,medium
310,GP,F,19,U,LE3,T,1,2,services,services,home,other,1.0,2.0,1,no,no,no,yes,no,yes,no,yes,4,,4,2,2,3.0,0,9.0,9.0,0,low
311,GP,F,19,U,GT3,T,2,1,at_home,other,other,other,3.0,2.0,0, no , yes , no , no , yes , no , yes , yes ,3,4.0,1,1,1,2.0,20,14.0,,13,medium
312,GP,M,19,U,GT3,T,1,2,other,services,course,other,1.0,2.0,1,no,no,no,no,no,yes,yes,no,4,5.0,2,2,2,4.0,3,13.0,11.0,11,medium
313,GP,F,19,U,LE3,T,3,2,services,other,reputation,other,2.0,2.0,1,no,yes,yes,no,no,yes,yes,yes,4,2.0,2,1,2,1.0,22,13.0,,11,medium
314,GP,F, 19 ,U,GT3,T,1,1,at_home,health,home,other,1.0,3.0,2,no,no,no,no,no,yes,yes,yes,4,1.0,2,1,1,3.0,14,15.0,,13,medium
315,GP,F,19,R,GT3,T,2,3,other,other,reputation,other,1.0,3.0,1,no,no,no,no,yes,yes,yes,yes,4,1.0,2,1,1,3.0,40,13.0,,11,medium
316,GP,F,18,U,GT3,T,2,1,services,other,course,mother,2.0,2.0,0,no,yes,yes,yes,yes,yes,yes,no,5,3.0,3,1,2,1.0,0,8.0,8.0,0,low
317,GP,F,18,U,GT3,T,4,3,other,other,course,mother,1.0,3.0,0,no,yes,yes,yes,yes,yes,yes,yes,4,3.0,4,1,1,5.0,9,9.0,10.0,9,low
318,GP,F, 17 ,R,GT3,T,3,4,at_home,services,course,father,1.0,3.0,0,no,yes,yes,yes,no,yes,yes,no,4,3.0,4,2,5,5.0,0,11.0,11.0,10,medium
319,GP,F,18,U,GT3,T,4,4,teacher,other,course,mother,1.0,2.0,0,no,yes,yes,no,yes,yes,yes,no,4,4.0,4,3,3,5.0,2,,11.0,11,medium
320,GP,F,17,U,GT3,A,4,3,services,services,course,mother,1.0,2.0,0,no,yes,yes,no,yes,yes,yes,yes,5,2.0,2,3,4,5.0,69,13.0,,13,medium
321,GP,F,17,U,GT3,T,2,2,other,other,course,mother,1.0,2.0,0,no,yes,no,no,yes,yes,no,yes,4,2.0,2,1,1,3.0,12,11.0,9.0,9,low
322,GP,F,17,R,LE3,T,2,2,services,services,course,mother,1.0,3.0,0,no,yes,yes,yes,yes,yes,yes,no,3,3.0,2,2,2,3.0,3,11.0,11.0,11,MEDIUM
323,GP,F,17,U,GT3,T,3,1,services,services,course,father,1.0,3.0,0, no , yes , no , no , no , yes , yes , no ,3,4.0,3,2,3,5.0,1,12.0,14.0,15,high
324,GP,F,17,U,LE3,T,0,2,at_home,at_home,home,father,2.0,3.0,0,no,no,no,no,yes,yes,yes,no,3,3.0,3,2,3,2.0,0,16.0,15.0, 15 ,high
325,GP,M,18,U,GT3,T,4,4,other,other,course,mother,1.0,3.0,0,no,no,no,yes,yes,yes,yes,no,4,,3,2,2,3.0,3,9.0,12.0,11,MEDIUM
326,GP,M,17,U,GT3,T,3,3,other,services,reputation,mother,1.0,1.0,0,NO,NO,NO,YES,NO,YES,YES,NO,4,3.0,5,3,5,5.0,3,14.0,15.0,16,high
327,GP,M,17,R,GT3,T,2,2,services,other,course,mother,,1.0,0,no,yes,no,no,yes,yes,yes,no,4,4.0,5,5,5,4.0,8,11.0,10.0,10,medium
328,GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1.0,3.0,0,no,yes,yes,yes,yes,yes,yes,no,5,4.0,4,1,3,4.0,7,10.0,9.0,9,low
329,GP,F,17,U,GT3,T,4,4,teacher,teacher,course,mother,2.0,3.0,0, no , yes , yes , no , no , yes , yes , yes ,4,3.0,3,1,2,4.0,?,,14.0,14,HIGH
330,GP,M, 18 ,U,LE3,T,2,2,other,other,course,mother,,4.0,0,no,yes,no,yes,yes,yes,yes,no,4,5.0,5,2,4,5.0,2,,8.0,8,low
331,GP,F,17,R,GT3,T,2,4,at_home,other,course,father,1.0,3.0,0,no,yes,no,no,yes,yes,yes,yes,4,4.0,3,1,1,5.0,7,12.0,14.0,14,high
332,GP,F,18,U,GT3,T,3,3,services,services,home,mother,,2.0,0,no,no,no,yes,yes,yes,yes,no,5,3.0,4,1,1,4.0,0,7.0,,0,low
333,GP,F,18,U,LE3,T,2,2,other,other,home,other,1.0,2.0,0,no,no,no,yes,no,yes,yes,yes,4,3.0,3,1,1,2.0,0,8.0,8.0, 0 ,LOW
334,GP,F,18,R,GT3,T,2,2,at_home,other,course,mother,2.0,4.0,0,no,no,no,yes,yes,yes,no,no,4,4.0,4,1,1,4.0,0,10.0,9.0,0,low
335,GP,F,17,U,GT3,T,3,4,services,other,course,mother,1.0,3.0,0,no,no,no,no,yes,yes,yes,no,4,4.0,5,1,3,5.0,16,16.0,,15,high
336,GP,F,19,R,GT3,A,3,1,services,at_home,home,other,,,1,no,no,yes,no,yes,yes,no,no,5,4.0,3,1,2,5.0,12,14.0,13.0,13,medium
337,GP,F,17,U,GT3,T,3,2,other,other,home,mother,1.0,2.0,0,no,yes,yes,no,yes,yes,yes,yes,4,3.0,2,2,3,2.0,0,7.0,8.0,0,low
338,GP,F,18,U,LE3,T,3,3,services,services,home,mother,1.0,,0,NO,YES,NO,NO,YES,YES,YES,NO,5,3.0,3,1,1,1.0,7,16.0,15.0,17,high
339,GP,F,17,R,GT3,A,3,2,other,other,home,mother,,2.0,0,,,,,,,,,4,3.0,3,2,3,2.0,4,9.0,10.0,10,medium
340,GP,F,19,U,GT3,T,2,1,services,services,home,other,1.0,3.0,1,no,no,yes,yes,yes,yes,yes,yes,4,3.0,4,1,3,3.0,4,11.0,12.0,11,medium
341,GP,M,18,U,GT3,T,4,4,teacher,services,home,father,1.0,2.0,1,NO,YES,NO,YES,YES,YES,YES,NO,4,3.0,3,2,2,2.0,0,10.0,10.0,0,low
342,GP,M,18,U,LE3,T,3,4,services,other,home,mother,1.0,2.0,0,no,no,no,yes,yes,yes,yes,yes,4,,3,1,3,5.0,11,16.0,15.0,15, high 
343,GP,F,17,U,GT3,A,2,2,at_home,at_home,home,father,1.0,2.0,1,,,,,,,,,3,3.0,1,1,2,4.0,0,9.0,8.0,0,low
344,GP,F,18,U,GT3,T,2,3,at_home,other,course,mother,1.0,3.0,0,no,yes,no,no,yes,yes,yes,no,4,3.0,3,1,2,3.0,4,11.0,10.0,10,MEDIUM
345,GP,F,18,U,GT3,T,3,2,other,services,other,mother,,3.0,0,no,no,no,no,yes,yes,yes,yes,5,4.0,3,2,3,1.0,7,13.0,13.0,14,HIGH
346,GP,M, 18 ,R,GT3,T,4,3,teacher,services,course,mother,1.0,3.0,0,no,no,no,no,yes,yes,yes,yes,5,3.0,2,1,2,4.0,9,16.0,15.0,16,high
347,GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1.0,3.0,0, NO , YES , YES , NO , YES , YES , YES , YES ,5,4.0,5,2,3,5.0,0,10.0,10.0,9,LOW
348,GP,F,17,U,GT3,T,4,3,health,other,reputation,mother,,3.0,0,,,,,,,,,4,,3,1,3,4.0,0,,15.0,15,high
349,MS,M,18,R,GT3,T,3,2,other,other,course,mother,2.0,,1,no,yes,no,no,no,yes,yes,no,2,5.0,5,5,5,,10,11.0,13.0,13,medium
350,MS,M,19,R,GT3,T,1,1,other,services,home,other,3.0,2.0,3,no,no,no,no,yes,yes,yes,no,5,4.0,4,3,3,2.0,8,8.0,7.0,8,low
351,MS,M,17,U,GT3,T,3,3,health,other,course,mother,2.0,2.0,0, no , yes , yes , no , yes , yes , yes , no ,4,5.0,4,2,3,3.0,2,13.0,13.0,13,medium
352,MS,M,18,U,LE3,T,1,3,at_home,services,course,mother,1.0,1.0,1,no,no,no,no,yes,no,yes,yes,4,3.0,3,2,3,3.0,7,8.0,7.0,8,low
353,MS,M,19,R,GT3,T,1,1,other,other,home,other,3.0,1.0,1,NO,YES,NO,NO,YES,YES,YES,NO,4,4.0,4,3,3,5.0,4,8.0,8.0, 8 ,LOW
354,MS,M, 17 ,R,GT3,T,4,3,services,other,home,mother,2.0,2.0,0,no,yes,yes,yes,no,yes,yes,yes,4,5.0,5,1,3,2.0,4,13.0,11.0,11,medium
355,MS,F,18,U,GT3,T,3,3,services,services,course,father,1.0,2.0,0,no,yes,no,no,yes,yes,no,yes,5,3.0,4,1,1,5.0,0,,9.0,9, low 
356,MS,F,17,R,GT3,T,4,4,teacher,services,other,father,2.0,2.0,0,no,yes,yes,yes,yes,yes,yes,no,4,3.0,3,1,2,5.0,4,12.0,13.0,13,medium
357,MS,F,17,U,LE3,A,3,2,services,other,reputation,mother,2.0,2.0,0,no,no,no,no,yes,yes,no,yes,1,2.0,3,1,2,5.0,2,12.0,12.0,11, medium 
358,MS,M,18,U,LE3,T,1,1,other,services,home,father,2.0,1.0,0,no,no,no,no,no,yes,yes,yes,3,3.0,2,1,2,3.0,4,10.0,10.0,10,medium
359,MS,F,18,U,LE3,T,1,1,at_home,services,course,father,2.0,3.0,0,no,no,no,no,yes,yes,yes,no,5,3.0,2,1,1,4.0,0,18.0,16.0,16,high
360,MS,F,18,R,LE3,A,1,4,at_home,other,course,mother,3.0,2.0,0,no,no,no,no,yes,yes,no,yes,4,3.0,4,3,5,5.0,0,13.0,13.0,13,medium
361,MS,M,18,R,LE3,T,1,1,at_home,other,other,mother,2.0,2.0,1,no,no,no,yes,no,no,no,no,4,4.0,3,2,3,5.0,2,13.0,12.0,12, medium 
362,MS,F,18,U,GT3,T,3,3,services,services,other,mother,2.0,2.0,0,no,yes,no,no,yes,yes,yes,yes,4,,2,1,3,3.0,0,11.0,11.0,10,medium
363,MS,F,17,U,LE3,T,4,4,at_home,at_home,course,mother,,,0,no,yes,yes,yes,yes,yes,yes,yes,2,3.0,4,1,1,1.0,0,16.0,15.0,15,high
364,MS,F,17,R,GT3,T,1,2,other,services,course,father,2.0,2.0,0,no,no,no,no,no,yes,no,no,3,2.0,2,1,2,3.0,0,12.0,11.0,12,MEDIUM
365,MS,M,18,R,GT3,T,1,3,at_home,other,course,mother,2.0,2.0,0,no,yes,yes,no,yes,yes,no,no,3,,4,2,4,3.0,4,10.0,10.0,10,medium
366,MS,M,18,U,LE3,T,4,4,teacher,services,other,mother,2.0,3.0,0, no , no , yes , no , yes , yes , yes , yes ,4,,2,2,2,5.0,0,13.0,13.0,13,medium
367,MS,F,17,R,GT3,T,1,1,other,services,reputation,mother,,1.0,1, no , yes , yes , no , yes , yes , yes , yes ,5,,1,1,2,1.0,0,7.0,6.0,0,low
368,MS,F, 18 ,U,GT3,T,2,3,at_home,services,course,father,2.0,1.0,0,NO,YES,YES,NO,YES,YES,YES,YES,5,2.0,3,1,2,4.0,0,11.0,10.0,10,medium
369,MS,F, 18 ,R,GT3,T,4,4,other,teacher,other,father,3.0,2.0,0,no,yes,yes,no,no,yes,yes,yes,3,2.0,2,4,2,5.0,?,14.0,12.0, 11 ,medium
370,MS,F,19,U,LE3,T,3,2,services,services,home,other,,2.0,2,no,no,no,yes,yes,yes,no,yes,3,,2,1,1,3.0,4,7.0,7.0,9,low
371,MS,M,18,R,LE3,T,1,2,at_home,services,other,father,3.0,1.0,0,no,yes,yes,yes,yes,no,yes,yes,4,3.0,3,2,3,3.0,3,14.0,12.0,12,medium
372,MS,F,17,U,GT3,T,2,2,other,at_home,home,mother,,3.0,0,no,no,no,yes,yes,yes,no,yes,3,4.0,3,1,1,3.0,8,13.0,11.0,11,medium
373,MS,F,17,R,GT3,T,1,2,other,other,course,mother,1.0,1.0,0,no,no,no,yes,yes,yes,yes,no,3,5.0,5,1,3,1.0,14,6.0,,5,low
374,MS,F,18,R,LE3,T,4,4,other,other,reputation,mother,2.0,3.0,0,no,no,no,no,yes,yes,yes,no,5,4.0,4,1,1,1.0,0,19.0,18.0,19,HIGH
375,MS,F,18,R,GT3,T,1,1,other,other,home,mother,4.0,3.0,0,no,no,no,no,yes,yes,yes,no,4,3.0,2,1,2,4.0,2,8.0,8.0,10,medium
376,MS,F,20,U,GT3,T,4,2,health,other,course,other,2.0,3.0,2,no,yes,yes,no,no,yes,yes,yes,5,4.0,3,1,1,3.0,4,15.0,14.0,15,high
377,MS,F,18,R,LE3,T,4,4,teacher,services,course,mother,1.0,2.0,0,no,no,yes,yes,yes,yes,yes,no,5,4.0,3,3,4,2.0,4,8.0,9.0,10,medium
378,MS,F,18,U,GT3,T,3,3,other,other,home,mother,1.0,2.0,0,no,no,yes,no,yes,yes,yes,yes,4,1.0,3,1,2,1.0,0,15.0,15.0,15,HIGH
379,MS,F, 17 ,R,GT3,T,3,1,at_home,other,reputation,mother,,2.0,0,no,yes,yes,yes,no,yes,yes,no,4,,4,2,3,1.0,17,10.0,,10,MEDIUM
380,MS,M,18,U,GT3,T,4,4,teacher,teacher,home,father,1.0,2.0,0,no,no,yes,yes,no,yes,yes,no,3,2.0,4,1,4,2.0,4,15.0,14.0,14, high 
381,MS,M,18,R,GT3,T,2,1,other,other,other,mother,2.0,1.0,0,NO,NO,NO,YES,NO,YES,YES,YES,4,4.0,3,3,5,,15,7.0,6.0,7,low
382,MS,M, 17 ,U,GT3,T,2,3,other,services,home,father,2.0,2.0,0,no,no,no,yes,yes,yes,yes,no,4,4.0,3,1,1,,2,11.0,11.0,10,medium
383,MS,M,19,R,GT3,T,1,1,other,services,other,mother,2.0,1.0,1,,,,,,,,,4,3.0,2,1,3,5.0,0,6.0,5.0,0,low
384,MS,M, 18 ,R,GT3,T,4,2,other,other,home,father,2.0,1.0,1,no,no,yes,no,yes,yes,no,no,5,4.0,3,4,3,3.0,14,6.0,,5,low
385,MS,F,18,R,GT3,T,2,2,at_home,other,other,mother,2.0,3.0,0,NO,NO,YES,NO,YES,YES,NO,NO,5,3.0,3,1,3,4.0,2,10.0,9.0,10,medium
386,MS,F,18,R,GT3,T,4,4,teacher,at_home,reputation,mother,3.0,1.0,0,no,yes,yes,yes,yes,yes,yes,yes,4,4.0,3,4,4,5.0,21,6.0,5.0,6,low
387,MS,F,19,R,GT3,T,2,3,services,other,course,mother,1.0,3.0,1, no , no , no , yes , no , yes , yes , no ,5,4.0,2,1,2,5.0,0,,5.0,0,low
388,MS,F,18,U,LE3,T,3,1,teacher,services,course,mother,1.0,2.0,0, no , yes , yes , no , yes , yes , yes , no ,4,3.0,4,1,1,1.0,0,7.0,9.0,8,LOW
389,MS,F,18,U,GT3,T,1,1,other,other,course,mother,2.0,2.0,1,no,no,no,yes,yes,yes,no,no,1,1.0,1,1,1,5.0,0,6.0,5.0,0,LOW
390,MS,M,20,U,LE3,A,2,2,services,services,course,other,1.0,2.0,2,no,yes,yes,no,yes,yes,no,no,5,5.0,4,4,5,4.0,11,9.0,9.0,9,low
391,MS,M, 17 ,U,LE3,T,3,1,services,services,course,mother,2.0,1.0,0,no,no,no,no,no,yes,yes,no,2,4.0,5,3,4,2.0,3,14.0,16.0,16,high
392,MS,M, 21 ,R,GT3,T,1,1,other,other,course,other,1.0,1.0,3,no,no,no,no,no,yes,no,no,5,,3,3,3,3.0,3,10.0,8.0,7,low
393,MS,M, 18 ,R,LE3,T,3,2,services,other,course,mother,3.0,1.0,0,no,no,no,no,no,yes,yes,no,4,4.0,1,3,4,5.0,0,11.0,12.0,10,medium
394,MS,M,19,U,LE3,T,1,1,other,at_home,course,father,1.0,,0, no , no , no , no , yes , yes , yes , no ,3,2.0,3,3,3,5.0,5,8.0,9.0,9,low
